price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type,price_crore
8830000,under construction,1528,5778,2 bhk apartment in godrej nature plus,sector 33 sohna,growmax wealth management services,TRUE,2,godrej nature plus,godrej,apartment,0.00883
7900000,under construction,1385,5703,2 bhk apartment in godrej nature plus,sector 33 sohna,just plan solution pvt ltd,TRUE,2,godrej nature plus,godrej,apartment,0.0079
9390000,under construction,1557,6030,3 bhk apartment in godrej nature plus,sector 33 sohna,just plan solution pvt ltd,TRUE,3,godrej nature plus,godrej,apartment,0.00939
12100000,under construction,1898,6375,3 bhk apartment in godrej nature plus,sector 33 sohna,just plan solution pvt ltd,TRUE,3,godrej nature plus,godrej,apartment,0.0121
13300000,under construction,1929,6894,3 bhk apartment in godrej nature plus,sector 33 sohna,just plan solution pvt ltd,TRUE,3,godrej nature plus,godrej,apartment,0.0133
9542000,under construction,1255,7603,2 bhk apartment in central park cerise floors,sector 33 sohna,just plan solution pvt ltd,TRUE,2,central park cerise floors,central,apartment,0.009542
9200000,under construction,1210,7603,2 bhk apartment in central park cerise floors,sector 33 sohna,just plan solution pvt ltd,TRUE,2,central park cerise floors,central,apartment,0.0092
7953000,under construction,1243,6399,2 bhk apartment in m3m sierra 68,sector 68,just plan solution pvt ltd,TRUE,2,m3m sierra 68,m3m,apartment,0.007953
7845000,under construction,1226,6399,2 bhk apartment in m3m sierra 68,sector 68,home,TRUE,2,m3m sierra 68,m3m,apartment,0.007845
7832000,under construction,1224,6399,2 bhk apartment in m3m sierra 68,sector 68,property in gurgaon,TRUE,2,m3m sierra 68,m3m,apartment,0.007832
7819000,under construction,1222,6399,2 bhk apartment in m3m sierra 68,sector 68,properties for sale in gurgaon,TRUE,2,m3m sierra 68,m3m,apartment,0.007819
2314000,under construction,643,3600,3 bhk apartment in gls arawali homes 2,sector 4 sohna,just plan solution pvt ltd,TRUE,3,gls arawali homes 2,gls,apartment,0.002314
2322000,under construction,645,3600,3 bhk apartment in gls arawali homes 2,sector 4 sohna,just plan solution pvt ltd,TRUE,3,gls arawali homes 2,gls,apartment,0.002322
6000000,ready to move,1300,4615,2 bhk apartment in shree vardhman flora,sector 90,just plan solution pvt ltd,FALSE,2,shree vardhman flora,shree,apartment,0.006
5700000,ready to move,1300,4384,2 bhk apartment in shree vardhman flora,sector 90,shree royal estate,FALSE,2,shree vardhman flora,shree,apartment,0.0057
22600000,ready to move,2520,8968,3 bhk apartment in tata gurgaon gateway,sector 112,shree royal estate,FALSE,3,tata gurgaon gateway,tata,apartment,0.0226
14200000,under construction,1381,10305,2 bhk apartment in sobha city,sector 108,dhara realtech pvt ltd,TRUE,2,sobha city,sobha,apartment,0.0142
9862000,under construction,1444,6830,2 bhk apartment in central park the room ii,sector 33 sohna,dhara realtech pvt ltd,TRUE,2,central park the room ii,central,apartment,0.009862
6946000,under construction,1017,6830,1 bhk apartment in central park the room ii,sector 33 sohna,home,TRUE,1,central park the room ii,central,apartment,0.006946
8687000,under construction,1272,6830,1 bhk apartment in central park the room ii,sector 33 sohna,property in gurgaon,TRUE,1,central park the room ii,central,apartment,0.008687
6345000,under construction,929,6830,1 bhk apartment in central park the room ii,sector 33 sohna,properties for sale in gurgaon,TRUE,1,central park the room ii,central,apartment,0.006345
8721000,under construction,1277,6830,1 bhk apartment in central park the room ii,sector 33 sohna,just plan solution pvt ltd,TRUE,1,central park the room ii,central,apartment,0.008721
13300000,ready to move,2275,5890,4 bhk apartment in paras dews,sector 106,just plan solution pvt ltd,FALSE,4,paras dews,paras,apartment,0.0133
8499000,ready to move,1385,6137,2 bhk apartment in paras dews,sector 106,just plan solution pvt ltd,FALSE,2,paras dews,paras,apartment,0.008499
6276000,under construction,919,6830,1 bhk apartment in central park the room ii,sector 33 sohna,just plan solution pvt ltd,TRUE,1,central park the room ii,central,apartment,0.006276
2600000,under construction,638,4076,3 bhk apartment in signature global golf green,sector 79,truvisory infratech,TRUE,3,signature global golf green,signature,apartment,0.0026
2580000,under construction,633,4076,3 bhk apartment in signature global golf green,sector 79,truvisory infratech,TRUE,3,signature global golf green,signature,apartment,0.00258
2600000,under construction,638,4076,3 bhk apartment in signature global golf green,sector 79,just plan solution pvt ltd,TRUE,3,signature global golf green,signature,apartment,0.0026
13500000,ready to move,2367,5703,3 bhk independent floor in shikhar apartments,sector-43 gurgaon,shyam realstic one,FALSE,3,shikhar apartments,shikhar,floor,0.0135
15300000,under construction,2162,7076,4 bhk apartment in shapoorji pallonji joyville,sector 102,shyam realstic one,TRUE,4,shapoorji pallonji joyville,shapoorji,apartment,0.0153
11000000,under construction,2125,5176,3 bhk apartment in krrish florence estate,sector 70,rainbow homz,TRUE,3,krrish florence estate,krrish,apartment,0.011
19200000,ready to move,2422,7950,3 bhk apartment in m3m merlin iconic tower,sector 67,munna,FALSE,3,m3m merl,m3m,apartment,0.0192
27900000,ready to move,3125,8950,4 bhk apartment in m3m merlin,sector 67,growmax wealth management services,FALSE,4,m3m merl,m3m,apartment,0.0279
21600000,ready to move,2422,8950,3 bhk apartment in m3m merlin,sector 67,rohan,FALSE,3,m3m merl,m3m,apartment,0.0216
21100000,ready to move,2358,8950,3 bhk apartment in m3m merlin,sector 67,sairabh ventures pvt ltd,FALSE,3,m3m merl,m3m,apartment,0.0211
27700000,ready to move,3100,8950,4 bhk apartment in m3m merlin,sector 67,user1133,FALSE,4,m3m merl,m3m,apartment,0.0277
51800000,ready to move,5790,8950,4 bhk apartment in m3m merlin,sector 67,user1133,FALSE,4,m3m merl,m3m,apartment,0.0518
28200000,ready to move,3154,8950,4 bhk apartment in m3m merlin,sector 67,user1133,FALSE,4,m3m merl,m3m,apartment,0.0282
18000000,ready to move,2019,8950,3 bhk apartment in m3m merlin,sector 67,home,FALSE,3,m3m merl,m3m,apartment,0.018
29900000,ready to move,3341,8950,4 bhk apartment in m3m merlin,sector 67,property in gurgaon,FALSE,4,m3m merl,m3m,apartment,0.0299
34500000,ready to move,3865,8950,4 bhk apartment in m3m merlin,sector 67,properties for sale in gurgaon,FALSE,4,m3m merl,m3m,apartment,0.0345
22000000,ready to move,2411,9150,3 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,3,ireo victory valley,ireo,apartment,0.022
29200000,ready to move,3192,9150,4 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,4,ireo victory valley,ireo,apartment,0.0292
24600000,ready to move,2698,9150,3 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,3,ireo victory valley,ireo,apartment,0.0246
22300000,ready to move,2441,9150,3 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,3,ireo victory valley,ireo,apartment,0.0223
21700000,ready to move,2382,9150,3 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,3,ireo victory valley,ireo,apartment,0.0217
24200000,ready to move,2655,9150,3 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,3,ireo victory valley,ireo,apartment,0.0242
63100000,ready to move,6900,9150,4 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,4,ireo victory valley,ireo,apartment,0.0631
21900000,ready to move,2398,9150,3 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,3,ireo victory valley,ireo,apartment,0.0219
13100000,ready to move,1435,9150,2 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,2,ireo victory valley,ireo,apartment,0.0131
23100000,ready to move,2527,9150,3 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,3,ireo victory valley,ireo,apartment,0.0231
28600000,ready to move,3130,9150,4 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,4,ireo victory valley,ireo,apartment,0.0286
55300000,ready to move,6051,9150,4 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,4,ireo victory valley,ireo,apartment,0.0553
13400000,ready to move,1470,9150,2 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,2,ireo victory valley,ireo,apartment,0.0134
38800000,ready to move,4243,9150,4 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,4,ireo victory valley,ireo,apartment,0.0388
26000000,ready to move,2847,9150,4 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,4,ireo victory valley,ireo,apartment,0.026
22400000,ready to move,2452,9150,3 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,3,ireo victory valley,ireo,apartment,0.0224
54600000,ready to move,5970,9150,4 bhk apartment in ireo victory valley,sector 67,user1133,FALSE,4,ireo victory valley,ireo,apartment,0.0546
13400000,ready to move,1467,9150,2 bhk apartment in ireo victory valley,sector 67,home,FALSE,2,ireo victory valley,ireo,apartment,0.0134
12200000,ready to move,2120,5754,3 bhk apartment in bestech park view sanskruti,sector 92,properties for sale in gurgaon,FALSE,3,bestech park view sanskruti,bestech,apartment,0.0122
11500000,ready to move,1995,5764,3 bhk apartment in bestech park view sanskruti,sector 92,user1133,FALSE,3,bestech park view sanskruti,bestech,apartment,0.0115
35000000,ready to move,5850,5982,12 bhk villa,dlf phase 2,jmd,FALSE,12,outside socity,outside,plot,0.035
20700000,ready to move,3470,5965,4 bhk apartment in bestech park view grand spa,sector 81,jmd,FALSE,4,bestech park view grand spa,bestech,apartment,0.0207
20000000,ready to move,3470,5763,4 bhk apartment in bestech park view grand spa,sector 81,shagoon realtech,FALSE,4,bestech park view grand spa,bestech,apartment,0.02
35000000,ready to move,5850,5982,12 bhk villa,dlf phase 2,shagoon realtech,FALSE,12,outside socity,outside,plot,0.035
12700000,ready to move,2120,5990,3 bhk apartment in bestech park view sanskruti,sector 92,jmd,FALSE,3,bestech park view sanskruti,bestech,apartment,0.0127
8000000,ready to move,1440,5555,2 bhk apartment in suncity township,sector 54,shagoon realtech,FALSE,2,suncity township,suncity,apartment,0.008
11500000,ready to move,2250,5111,3 bhk apartment in suncity township,sector 54,shagoon realtech,FALSE,3,suncity township,suncity,apartment,0.0115
18500000,ready to move,1572,11768,3 bhk apartment in vipul orchid gardens,sector 54,shivani estate,FALSE,3,vipul orchid gardens,vipul,apartment,0.0185
14000000,ready to move,2484,5636,3 bhk apartment in suncity township,sector 54,shivani estate,FALSE,3,suncity township,suncity,apartment,0.014
4900000,under construction,1081,4532,3 bhk apartment in signature global park 4 and 5,sector 36 sohna,home,FALSE,3,signature global park 4 and 5,signature,apartment,0.0049
8200000,under construction,1270,6456,2 bhk apartment in m3m flora,sector 68,property in gurgaon,FALSE,2,m3m flora,m3m,apartment,0.0082
8500000,under construction,1210,7024,2 bhk apartment in central park cerise floors,sector 33 sohna,properties for sale in gurgaon,TRUE,2,central park cerise floors,central,apartment,0.0085
20200000,under construction,1800,11250,3 bhk apartment in m3m heights,sector 65,jyoti,TRUE,3,m3m heights,m3m,apartment,0.0202
24300000,under construction,2161,11250,3 bhk apartment in m3m heights,sector 65,realty investors,TRUE,3,m3m heights,m3m,apartment,0.0243
15600000,under construction,1390,11250,2 bhk apartment in m3m heights,sector 65,jyoti enterprises,TRUE,2,m3m heights,m3m,apartment,0.0156
13300000,under construction,1190,11250,2 bhk apartment in m3m heights,sector 65,winworld realty,TRUE,2,m3m heights,m3m,apartment,0.0133
2436000,under construction,598,4075,2 bhk apartment in signature global the millennia 3,sector 37d,winworld realty,TRUE,2,signature global the millennia 3,signature,apartment,0.002436
2363000,under construction,581,4075,2 bhk apartment in signature global the millennia 3,sector 37d,winworld realty,TRUE,2,signature global the millennia 3,signature,apartment,0.002363
2397000,under construction,589,4069,2 bhk apartment in signature global the millennia 3,sector 37d,winworld realty,TRUE,2,signature global the millennia 3,signature,apartment,0.002397
1988000,under construction,497,4000,1 bhk apartment in signature global the millennia i,sector 37d,truvisory infratech,TRUE,1,signature global the millennia i,signature,apartment,0.001988
2344000,under construction,586,4000,2 bhk apartment in signature global the millennia i,sector 37d,truvisory infratech,TRUE,2,signature global the millennia i,signature,apartment,0.002344
2580000,under construction,645,4000,2 bhk apartment in signature global the millennia i,sector 37d,truvisory infratech,TRUE,2,signature global the millennia i,signature,apartment,0.00258
2384000,under construction,596,4000,2 bhk apartment in signature global the millennia i,sector 37d,rentiersin,TRUE,2,signature global the millennia i,signature,apartment,0.002384
2208000,under construction,552,4000,2 bhk apartment in signature global the millennia i,sector 37d,rentiersin,TRUE,2,signature global the millennia i,signature,apartment,0.002208
2076000,under construction,519,4000,2 bhk apartment in signature global the millennia i,sector 37d,rentiersin,TRUE,2,signature global the millennia i,signature,apartment,0.002076
5000000,ready to move,1300,3846,2 bhk apartment in shree vardhman flora,sector 90,rentiersin,FALSE,2,shree vardhman flora,shree,apartment,0.005
8800000,ready to move,1125,7822,2 bhk independent floor in unitech south city ii,sector 49,rentiersin,FALSE,2,unitech south city ii,unitech,floor,0.0088
13500000,ready to move,1380,9782,3 bhk independent floor in emaar emerald floors,sector 65,rentiersin,FALSE,3,emaar emerald floors,emaar,floor,0.0135
14000000,ready to move,2100,6666,3 bhk apartment in ansal sushant lok 1,sector 43,mgr realty,FALSE,3,ansal sushant lok 1,ansal,apartment,0.014
7200000,ready to move,1500,4800,3 bhk independent floor,krishna colony,home,FALSE,3,outside socity,outside,plot,0.0072
15000000,under construction,1950,7692,3 bhk apartment in m3m skywalk,sector 74,property in gurgaon,TRUE,3,m3m skywalk,m3m,apartment,0.015
12500000,ready to move,2000,6250,6 bhk independent house,sector 7 extension gurgaon,properties for sale in gurgaon,FALSE,6,outside socity,outside,plot,0.0125
5500000,ready to move,1050,5238,3 bhk apartment in ds residency,sector 7,r r associate,FALSE,3,ds residency,ds,apartment,0.0055
11000000,ready to move,1800,6111,3 bhk independent floor,sector 7,city space india,FALSE,3,outside socity,outside,plot,0.011
10000000,ready to move,1800,5555,3 bhk independent floor,sector 7,durga properties,FALSE,3,outside socity,outside,plot,0.01
7800000,ready to move,1222,6382,2 bhk apartment in m3m sierra 68,sector 68,durga properties,FALSE,2,m3m sierra 68,m3m,apartment,0.0078
8100000,ready to move,1930,4196,3 bhk apartment in dlf new town heights 2,sector 86,durga properties,FALSE,3,dlf new town heights 2,dlf,apartment,0.0081
11500000,ready to move,1920,5989,3 bhk apartment in bestech park view sanskruti,sector 92,durga properties,FALSE,3,bestech park view sanskruti,bestech,apartment,0.0115
2300000,ready to move,750,3066,2 bhk independent floor,sector 105,xperts consultants,FALSE,2,outside socity,outside,plot,0.0023
3200000,ready to move,900,3555,3 bhk independent floor,sector 105,dharmender saini,FALSE,3,outside socity,outside,plot,0.0032
2300000,ready to move,750,3066,2 bhk independent floor,sector 105,risun properties,FALSE,2,outside socity,outside,plot,0.0023
9110000,ready to move,1822,5000,3 bhk apartment,sector 77,dream developer,FALSE,3,outside socity,outside,plot,0.00911
5500000,ready to move,719,7649,1 bhk apartment in irwo irwo rail vihar,sector 47,dream developer,FALSE,1,irwo irwo rail vihar,irwo,apartment,0.0055
5500000,ready to move,719,7649,1 bhk apartment in cghs hewo apartment,sector 31,dream developer,FALSE,1,cghs hewo apartment,cghs,apartment,0.0055
7000000,ready to move,1040,6730,2 bhk apartment in cghs hewo apartment,sector 31,growmax wealth management services,FALSE,2,cghs hewo apartment,cghs,apartment,0.007
12700000,under construction,1852,6857,3 bhk apartment in shapoorji pallonji joyville,sector 102,mgr realty,TRUE,3,shapoorji pallonji joyville,shapoorji,apartment,0.0127
18800000,ready to move,2215,8500,3 bhk apartment in tata gurgaon gateway,sector 112,mgr realty,FALSE,3,tata gurgaon gateway,tata,apartment,0.0188
6715000,ready to move,1342,5004,2 bhk apartment,sector 77,mgr realty,FALSE,2,outside socity,outside,plot,0.006715
15000000,under construction,1711,8801,3 bhk apartment in sobha city,sector 108,growmax wealth management services,TRUE,3,sobha city,sobha,apartment,0.015
76500000,ready to move,6382,12000,4 bhk apartment in experion windchants villa,sector 112,home,FALSE,4,experion w,experion,apartment,0.0765
18000000,ready to move,2350,7659,3 bhk apartment in central park bellevue,sector 48,property in gurgaon,FALSE,3,central park bellevue,central,apartment,0.018
7953000,ready to move,1243,6399,2 bhk apartment in m3m sierra 68,sector 68,properties for sale in gurgaon,FALSE,2,m3m sierra 68,m3m,apartment,0.007953
7500000,under construction,1429,5249,2 bhk apartment in smart smart world gems,sector 89,growmax wealth management services,TRUE,2,smart smart world gems,smart,apartment,0.0075
10500000,ready to move,2122,4948,3 bhk apartment in eldeco accolade,sector 2 sohna,gurgaon realtors,FALSE,3,eldeco accolade,eldeco,apartment,0.0105
14500000,ready to move,2180,6651,3 bhk independent floor in huda plot sector 57,sector 57,makaan search realty,FALSE,3,huda plot sector 57,huda,floor,0.0145
2208000,under construction,552,4000,2 bhk apartment in signature global the millennia i,sector 37d,oracle landbase,TRUE,2,signature global the millennia i,signature,apartment,0.002208
2076000,under construction,519,4000,2 bhk apartment in signature global the millennia i,sector 37d,aman,TRUE,2,signature global the millennia i,signature,apartment,0.002076
1988000,under construction,497,4000,1 bhk apartment in signature global the millennia i,sector 37d,propertclick,TRUE,1,signature global the millennia i,signature,apartment,0.001988
2580000,under construction,645,4000,2 bhk apartment in signature global the millennia i,sector 37d,trustvera india private limited,TRUE,2,signature global the millennia i,signature,apartment,0.00258
26500000,ready to move,2358,11238,3 bhk apartment in m3m merlin,sector 67,trustvera india private limited,FALSE,3,m3m merl,m3m,apartment,0.0265
17800000,under construction,2000,8900,3 bhk apartment in m3m skycity,sector 65,trustvera india private limited,TRUE,3,m3m skycity,m3m,apartment,0.0178
16000000,under construction,1800,8900,3 bhk apartment in m3m skycity,sector 65,trustvera india private limited,TRUE,3,m3m skycity,m3m,apartment,0.016
17300000,under construction,1950,8900,3 bhk apartment in m3m skycity,sector 65,wakefield buildwell pvt ltd,TRUE,3,m3m skycity,m3m,apartment,0.0173
14200000,under construction,1261,11261,3 bhk apartment in m3m skycity,sector 65,winworld realty,TRUE,3,m3m skycity,m3m,apartment,0.0142
16500000,ready to move,2200,7500,3 bhk independent floor,sushant lok,winworld realty,FALSE,3,outside socity,outside,plot,0.0165
22600000,ready to move,3100,7290,4 bhk independent floor,sushant lok,gaur group realty,FALSE,4,outside socity,outside,plot,0.0226
22600000,ready to move,3100,7290,4 bhk independent floor,sushant lok,home,FALSE,4,outside socity,outside,plot,0.0226
22600000,ready to move,3100,7290,4 bhk independent floor,sushant lok,properties for sale in gurgaon,FALSE,4,outside socity,outside,plot,0.0226
16500000,ready to move,2300,7173,3 bhk independent floor,sushant lok i,gaur group realty,FALSE,3,outside socity,outside,plot,0.0165
23300000,under construction,1870,12500,3 bhk apartment in smart world sector 113,dwaraka expressway,gaur group realty,FALSE,3,smart world sector 113,smart,apartment,0.0233
6500000,under construction,1105,5882,2 bhk independent floor in city of dearm,sector89 gurgaon,gaur group realty,FALSE,2,city of dearm,city,floor,0.0065
23700000,ready to move,2420,9793,3 bhk apartment in pioneer presidia,sector 62,gaur group realty,FALSE,3,pioneer presidia,pioneer,apartment,0.0237
22500000,ready to move,2279,9872,3 bhk apartment in pioneer presidia,sector 62,mj estate,FALSE,3,pioneer presidia,pioneer,apartment,0.0225
27000000,ready to move,3240,8333,4 bhk independent floor,south city i,realty investors,FALSE,4,outside socity,outside,plot,0.027
21500000,ready to move,2160,9953,3 bhk independent floor,south city i,realstat,FALSE,3,outside socity,outside,plot,0.0215
20500000,ready to move,3240,6327,4 bhk independent floor,south city i,realstat,FALSE,4,outside socity,outside,plot,0.0205
14500000,ready to move,2367,6125,3 bhk independent floor,sector 57,shree pittambraa properties,FALSE,3,outside socity,outside,plot,0.0145
15500000,ready to move,2367,6548,3 bhk independent floor,sector 57,shree pittambraa properties,FALSE,3,outside socity,outside,plot,0.0155
22500000,ready to move,4500,5000,4 bhk independent floor,sector 46,shree pittambraa properties,FALSE,4,outside socity,outside,plot,0.0225
2400000,under construction,808,2970,2 bhk apartment in suncity avenue 76,sector 76,shree pittambraa properties,TRUE,2,suncity avenue 76,suncity,apartment,0.0024
2400000,under construction,768,3125,2 bhk apartment in pyramid heights,sector 85,shree pittambraa properties,TRUE,2,pyramid heights,pyramid,apartment,0.0024
36500000,ready to move,2700,13518,4 bhk apartment in dlf westend heights,sector 53,shree pittambraa properties,FALSE,4,dlf westend heights,dlf,apartment,0.0365
2400000,under construction,462,5194,1 bhk apartment in signature global golf green,sector 79,gd landbase,TRUE,1,signature global golf green,signature,apartment,0.0024
14000000,ready to move,1836,7625,3 bhk independent floor,sector 46,home,FALSE,3,outside socity,outside,plot,0.014
19500000,ready to move,3078,6335,4 bhk independent floor,sector 45,property in gurgaon,FALSE,4,outside socity,outside,plot,0.0195
20000000,ready to move,2367,8449,3 bhk independent floor,sector 45,properties for sale in gurgaon,FALSE,3,outside socity,outside,plot,0.02
2630000,under construction,838,3138,3 bhk apartment in pyramid altia,sector 70,shree pittambraa properties,TRUE,3,pyramid altia,pyramid,apartment,0.00263
4868000,under construction,1081,4503,3 bhk apartment in signature global park ii,sector 36 sohna,shree pittambraa properties,TRUE,3,signature global park ii,signature,apartment,0.004868
10500000,ready to move,1620,6481,2 bhk independent floor in bptp astaire garden floors,sector 70a,shree pittambraa properties,FALSE,2,bptp astaire garden floors,bptp,floor,0.0105
11500000,ready to move,2250,5111,3 bhk independent floor in bptp astaire garden floors,sector 70a,gd landbase,FALSE,3,bptp astaire garden floors,bptp,floor,0.0115
9000000,ready to move,1764,5102,3 bhk independent floor in bptp astaire garden floors,sector 70a,brilliant homes,FALSE,3,bptp astaire garden floors,bptp,floor,0.009
8300000,ready to move,1450,5724,3 bhk apartment in bptp astaire garden floors,sector 70a,vikrant kumar,FALSE,3,bptp astaire garden floors,bptp,apartment,0.0083
17500000,under construction,1672,10466,3 bhk apartment in whiteland blissville,sector 76,vikrant kumar,TRUE,3,whiteland blissville,whiteland,apartment,0.0175
9498000,ready to move,1437,6610,3 bhk apartment in tulip orange,sector 70,vikrant kumar,FALSE,3,tulip orange,tulip,apartment,0.009498
23200000,ready to move,4150,5600,4 bhk apartment in paras dews,sector 106,invest gurgaon properties,FALSE,4,paras dews,paras,apartment,0.0232
12700000,ready to move,2275,5600,4 bhk apartment in paras dews,sector 106,squareyard,FALSE,4,paras dews,paras,apartment,0.0127
7756000,ready to move,1385,5600,2 bhk apartment in paras dews,sector 106,shubhankar,FALSE,2,paras dews,paras,apartment,0.007756
25200000,ready to move,4500,5600,4 bhk apartment in paras dews,sector 106,a + homes,FALSE,4,paras dews,paras,apartment,0.0252
10600000,ready to move,1900,5600,3 bhk apartment in paras dews,sector 106,a + homes,FALSE,3,paras dews,paras,apartment,0.0106
9856000,ready to move,1760,5600,3 bhk apartment in paras dews,sector 106,a + homes,FALSE,3,paras dews,paras,apartment,0.009856
9324000,ready to move,1665,5600,3 bhk apartment in paras dews,sector 106,a + homes,FALSE,3,paras dews,paras,apartment,0.009324
3600000,ready to move,1200,3000,3 bhk independent floor,sector 105,a + homes,FALSE,3,outside socity,outside,plot,0.0036
3600000,ready to move,1200,3000,3 bhk independent floor,sector 105,home,FALSE,3,outside socity,outside,plot,0.0036
3600000,ready to move,1200,3000,3 bhk independent floor,sector 105,property in gurgaon,FALSE,3,outside socity,outside,plot,0.0036
3600000,ready to move,1200,3000,3 bhk independent floor,sector 105,properties for sale in gurgaon,FALSE,3,outside socity,outside,plot,0.0036
900000,under construction,540,1666,1 bhk apartment,sector 49,tanishq realtor developers,FALSE,1,outside socity,outside,plot,0.0009
9000000,ready to move,1751,5139,3 bhk apartment in eldeco accolade,sector 2 sohna,tanishq realtor developers,FALSE,3,eldeco accolade,eldeco,apartment,0.009
11200000,ready to move,1791,6253,3 bhk apartment in godrej oasis,sector 88a,tanishq realtor developers,FALSE,3,godrej oasis,godrej,apartment,0.0112
8000000,ready to move,8100,987,9 bhk independent house,gandhi nagar,kanishka properties,FALSE,9,outside socity,outside,plot,0.008
8500000,ready to move,1296,6558,3 bhk apartment in sweta estates central park flower valley,sector 33 sohna,aman,FALSE,3,sweta estates central park flower valley,sweta,apartment,0.0085
9500000,ready to move,1675,5671,3 bhk independent floor,sector 57,karshni group,FALSE,3,outside socity,outside,plot,0.0095
24600000,under construction,1274,19365,3 bhk apartment in conscient hines elevate,sector 59,deepak seth,TRUE,3,conscient h,conscient,apartment,0.0246
36400000,under construction,1855,19675,4 bhk apartment in conscient hines elevate,sector 59,aman,TRUE,4,conscient h,conscient,apartment,0.0364
22500000,under construction,1159,19432,3 bhk apartment in conscient hines elevate,sector 59,chs properties,TRUE,3,conscient h,conscient,apartment,0.0225
27800000,under construction,1432,19481,3 bhk apartment in conscient hines elevate,sector 59,sairabh ventures pvt ltd,TRUE,3,conscient h,conscient,apartment,0.0278
43700000,ready to move,3854,11364,4 bhk villa in sobha international city,sector 109,sairabh ventures pvt ltd,FALSE,4,sobha international city,sobha,villa,0.0437
94100000,ready to move,7330,12844,5 bhk villa in sobha international city,sector 109,sairabh ventures pvt ltd,FALSE,5,sobha international city,sobha,villa,0.0941
49200000,ready to move,4122,11960,4 bhk villa in sobha international city,sector 109,sairabh ventures pvt ltd,FALSE,4,sobha international city,sobha,villa,0.0492
44400000,ready to move,3909,11364,4 bhk villa in sobha international city,sector 109,truvisory infratech,FALSE,4,sobha international city,sobha,villa,0.0444
69900000,ready to move,5815,12029,5 bhk villa in sobha international city,sector 109,truvisory infratech,FALSE,5,sobha international city,sobha,villa,0.0699
36800000,ready to move,3153,11684,3 bhk villa in sobha international city,sector 109,truvisory infratech,FALSE,3,sobha international city,sobha,villa,0.0368
47400000,ready to move,4497,10554,4 bhk villa in sobha international city,sector 109,truvisory infratech,FALSE,4,sobha international city,sobha,villa,0.0474
46300000,ready to move,4221,10990,4 bhk villa in sobha international city,sector 109,home,FALSE,4,sobha international city,sobha,villa,0.0463
39600000,ready to move,3493,11364,4 bhk villa in sobha international city,sector 109,property in gurgaon,FALSE,4,sobha international city,sobha,villa,0.0396
48200000,ready to move,4572,10554,4 bhk villa in sobha international city,sector 109,properties for sale in gurgaon,FALSE,4,sobha international city,sobha,villa,0.0482
14500000,ready to move,2150,6750,3 bhk apartment in ats marigold,sector 89a,truvisory infratech,FALSE,3,ats marigold,ats,apartment,0.0145
11800000,ready to move,1750,6750,3 bhk apartment in ats marigold,sector 89a,truvisory infratech,FALSE,3,ats marigold,ats,apartment,0.0118
17800000,ready to move,2650,6750,3 bhk apartment in ats marigold,sector 89a,truvisory infratech,FALSE,3,ats marigold,ats,apartment,0.0178
4050000,ready to move,900,4500,1 bhk apartment in pivotal riddhi siddhi,sector 99,truvisory infratech,FALSE,1,pivotal riddhi siddhi,pivotal,apartment,0.00405
2065000,ready to move,459,4500,1 bhk apartment in pivotal riddhi siddhi,sector 99,truvisory infratech,FALSE,1,pivotal riddhi siddhi,pivotal,apartment,0.002065
2081000,under construction,508,4098,2 bhk apartment in mahira homes 95,sector 95,truvisory infratech,TRUE,2,mahira homes 95,mahira,apartment,0.002081
2629000,under construction,645,4077,3 bhk apartment in mahira homes 95,sector 95,gls consultants,TRUE,3,mahira homes 95,mahira,apartment,0.002629
1100000,ready to move,250,4400,1 bhk apartment in emaar emerald estate,sector 65,gls consultants,FALSE,1,emaar emerald estate,emaar,apartment,0.0011
7799000,under construction,1423,5481,3 bhk apartment in m3m soulitude,sector 89,gls consultants,TRUE,3,m3m soulitude,m3m,apartment,0.007799
6056000,under construction,1105,5481,2 bhk apartment in m3m soulitude,sector 89,gls consultants,TRUE,2,m3m soulitude,m3m,apartment,0.006056
3500000,ready to move,900,3888,3 bhk apartment in uphaar yash apartment,sector-105 gurgaon,downtown realtors,FALSE,3,uphaar yash apartment,uphaar,apartment,0.0035
11000000,ready to move,1816,6057,3 bhk apartment in godrej summit,sector 104,sairabh ventures pvt ltd,FALSE,3,godrej summit,godrej,apartment,0.011
35800000,ready to move,2985,11993,3 bhk apartment in mahindra luminare,sector 59,sairabh ventures pvt ltd,FALSE,3,mah,mah,apartment,0.0358
