price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type,price_crore
107800000,ready to move,4902,22000,4 bhk apartment in pioneer araya,sector 62,thirty three estates developers,FALSE,4,pioneer araya,pioneer,apartment,0.1078
41400000,ready to move,3455,11982,4 bhk apartment in saan verdante,sector 95,wadhwa realtors,FALSE,4,saan verdante,saan,apartment,0.0414
76900000,ready to move,3498,22000,3 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,3,pioneer araya,pioneer,apartment,0.0769
154000000,ready to move,7004,22000,4 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,4,pioneer araya,pioneer,apartment,0.154
121300000,ready to move,5514,22000,5 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,5,pioneer araya,pioneer,apartment,0.1213
33300000,ready to move,2779,11987,3 bhk apartment in saan verdante,sector 95,wadhwa realtors,FALSE,3,saan verdante,saan,apartment,0.0333
104200000,ready to move,4739,22000,4 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,4,pioneer araya,pioneer,apartment,0.1042
109600000,ready to move,4983,22000,4 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,4,pioneer araya,pioneer,apartment,0.1096
126700000,ready to move,5761,22000,5 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,5,pioneer araya,pioneer,apartment,0.1267
103100000,ready to move,4690,22000,4 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,4,pioneer araya,pioneer,apartment,0.1031
13700000,under construction,1138,12039,2 bhk apartment in m3m m3m antalya hills,sector 79,home,TRUE,2,m3m m3m antalya hills,m3m,apartment,0.0137
13700000,under construction,1138,12039,2 bhk apartment in m3m m3m antalya hills,sector 79,property in gurgaon,TRUE,2,m3m m3m antalya hills,m3m,apartment,0.0137
39100000,under construction,2445,16002,3 bhk apartment in pyramid alban,sector 71,properties for sale in gurgaon,TRUE,3,pyramid alban,pyramid,apartment,0.0391
37700000,under construction,2360,16001,3 bhk apartment in pyramid alban,sector 71,thirty three estates developers,TRUE,3,pyramid alban,pyramid,apartment,0.0377
22300000,under construction,1217,18354,1 bhk apartment in central park bella vista,sector 48,thirty three estates developers,TRUE,1,central park bella vista,central,apartment,0.0223
29400000,under construction,1607,18354,1 bhk apartment in central park bella vista,sector 48,thirty three estates developers,TRUE,1,central park bella vista,central,apartment,0.0294
19500000,under construction,1065,18354,1 bhk apartment in central park bella vista,sector 48,thirty three estates developers,TRUE,1,central park bella vista,central,apartment,0.0195
24800000,under construction,1356,18354,1 bhk apartment in central park bella vista,sector 48,khatri properties solution,TRUE,1,central park bella vista,central,apartment,0.0248
211700000,ready to move,9625,22000,5 bhk apartment in pioneer araya,sector 62,khatri properties solution,FALSE,5,pioneer araya,pioneer,apartment,0.2117
96800000,ready to move,4403,22000,4 bhk apartment in pioneer araya,sector 62,khatri properties solution,FALSE,4,pioneer araya,pioneer,apartment,0.0968
107800000,ready to move,4902,22000,4 bhk apartment in pioneer araya,sector 62,home,FALSE,4,pioneer araya,pioneer,apartment,0.1078
41400000,ready to move,3455,11982,4 bhk apartment in saan verdante,sector 95,property in gurgaon,FALSE,4,saan verdante,saan,apartment,0.0414
76900000,ready to move,3498,22000,3 bhk apartment in pioneer araya,sector 62,properties for sale in gurgaon,FALSE,3,pioneer araya,pioneer,apartment,0.0769
23500000,ready to move,1965,11959,3 bhk apartment in saan verdante,sector 95,wadhwa realtors,FALSE,3,saan verdante,saan,apartment,0.0235
84800000,ready to move,3858,22000,3 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,3,pioneer araya,pioneer,apartment,0.0848
94100000,ready to move,4279,22000,4 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,4,pioneer araya,pioneer,apartment,0.0941
34200000,ready to move,1631,21000,2 bhk apartment in ireo the grand arch,sector 58,wadhwa realtors,FALSE,2,ireo the grand arch,ireo,apartment,0.0342
116800000,ready to move,5310,22000,4 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,4,pioneer araya,pioneer,apartment,0.1168
168800000,ready to move,7673,22000,4 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,4,pioneer araya,pioneer,apartment,0.1688
28800000,ready to move,1375,21000,2 bhk apartment in ireo the grand arch,sector 58,wadhwa realtors,FALSE,2,ireo the grand arch,ireo,apartment,0.0288
101400000,ready to move,4613,22000,4 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,4,pioneer araya,pioneer,apartment,0.1014
34100000,ready to move,1625,21000,2 bhk apartment in ireo the grand arch,sector 58,wadhwa realtors,FALSE,2,ireo the grand arch,ireo,apartment,0.0341
220400000,ready to move,10019,22000,5 bhk apartment in pioneer araya,sector 62,wadhwa realtors,FALSE,5,pioneer araya,pioneer,apartment,0.2204
18800000,ready to move,1875,10049,3 bhk apartment in bright ace palm floors apartment,sector 89,home,FALSE,3,bright ace palm floors apartment,bright,apartment,0.0188
16900000,ready to move,1685,10052,3 bhk apartment in bright ace palm floors apartment,sector 89,property in gurgaon,FALSE,3,bright ace palm floors apartment,bright,apartment,0.0169
8720000,ready to move,1090,8000,2 bhk apartment in bright ace palm floors apartment,sector 89,properties for sale in gurgaon,FALSE,2,bright ace palm floors apartment,bright,apartment,0.00872
21200000,ready to move,1700,12500,2 bhk apartment in puri emerald bay,sector 104,wadhwa realtors,FALSE,2,puri emerald bay,puri,apartment,0.0212
19300000,ready to move,1550,12500,2 bhk apartment in puri emerald bay,sector 104,wadhwa realtors,FALSE,2,puri emerald bay,puri,apartment,0.0193
32500000,ready to move,2450,13265,4 bhk apartment in puri emerald bay,sector 104,wadhwa realtors,FALSE,4,puri emerald bay,puri,apartment,0.0325
40800000,under construction,2015,20266,3 bhk apartment in smart smartworld one dxp,sector 113,wadhwa realtors,TRUE,3,smart smartworld one dxp,smart,apartment,0.0408
52600000,under construction,2597,20265,4 bhk apartment in smart smartworld one dxp,sector 113,wadhwa realtors,TRUE,4,smart smartworld one dxp,smart,apartment,0.0526
36600000,under construction,1806,20266,3 bhk apartment in smart smartworld one dxp,sector 113,wadhwa realtors,TRUE,3,smart smartworld one dxp,smart,apartment,0.0366
30600000,ready to move,2450,12500,3 bhk apartment in puri emerald bay,sector 104,wadhwa realtors,FALSE,3,puri emerald bay,puri,apartment,0.0306
30000000,ready to move,2103,14300,3 bhk apartment in dlf the ultima,sector 81,wadhwa realtors,FALSE,3,dlf the ultima,dlf,apartment,0.03
54200000,under construction,2549,21300,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0542
40400000,ready to move,2831,14300,4 bhk apartment in dlf the ultima,sector 81,wadhwa realtors,FALSE,4,dlf the ultima,dlf,apartment,0.0404
54400000,under construction,2557,21300,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0544
27500000,ready to move,1930,14300,3 bhk apartment in dlf the ultima,sector 81,wadhwa realtors,FALSE,3,dlf the ultima,dlf,apartment,0.0275
34000000,under construction,2000,17000,3 bhk apartment in m3m skycity,sector 65,wadhwa realtors,TRUE,3,m3m skycity,m3m,apartment,0.034
22200000,under construction,1310,17000,2 bhk apartment in m3m skycity,sector 65,wadhwa realtors,TRUE,2,m3m skycity,m3m,apartment,0.0222
29500000,under construction,1388,21314,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0295
32800000,under construction,1932,17000,3 bhk apartment in m3m skycity,sector 65,wadhwa realtors,TRUE,3,m3m skycity,m3m,apartment,0.0328
30600000,under construction,1800,17000,3 bhk apartment in m3m skycity,sector 65,wadhwa realtors,TRUE,3,m3m skycity,m3m,apartment,0.0306
34600000,under construction,2040,17000,3 bhk apartment in m3m skycity,sector 65,home,TRUE,3,m3m skycity,m3m,apartment,0.0346
21700000,under construction,1280,17000,2 bhk apartment in m3m skycity,sector 65,property in gurgaon,TRUE,2,m3m skycity,m3m,apartment,0.0217
16200000,under construction,764,21323,2 bhk apartment in birla navya gurugram,sector 63,properties for sale in gurgaon,TRUE,2,birla navya gurugram,birla,apartment,0.0162
34900000,under construction,2054,17000,3 bhk apartment in m3m skycity,sector 65,wadhwa realtors,TRUE,3,m3m skycity,m3m,apartment,0.0349
21400000,under construction,1261,17000,2 bhk apartment in m3m skycity,sector 65,wadhwa realtors,TRUE,2,m3m skycity,m3m,apartment,0.0214
26000000,under construction,1225,21300,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.026
23000000,under construction,1358,17000,2 bhk apartment in m3m skycity,sector 65,wadhwa realtors,TRUE,2,m3m skycity,m3m,apartment,0.023
31000000,under construction,1828,17000,3 bhk apartment in m3m skycity,sector 65,wadhwa realtors,TRUE,3,m3m skycity,m3m,apartment,0.031
53600000,under construction,2520,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0536
162000000,under construction,6000,27000,4 bhk apartment in tribeca trump towers delhi ncr,sector 65,wadhwa realtors,TRUE,4,tribeca trump towers delhi ncr,tribeca,apartment,0.162
36000000,under construction,1693,21311,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.036
122800000,under construction,4550,27000,4 bhk apartment in tribeca trump towers delhi ncr,sector 65,wadhwa realtors,TRUE,4,tribeca trump towers delhi ncr,tribeca,apartment,0.1228
95100000,under construction,3525,27000,3 bhk apartment in tribeca trump towers delhi ncr,sector 65,wadhwa realtors,TRUE,3,tribeca trump towers delhi ncr,tribeca,apartment,0.0951
59800000,under construction,2812,21301,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0598
40400000,under construction,1900,21301,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0404
65200000,under construction,3063,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0652
23000000,under construction,1081,21314,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.023
52400000,under construction,2460,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0524
32800000,under construction,1540,21314,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0328
19000000,under construction,894,21323,2 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,2,birla navya gurugram,birla,apartment,0.019
45700000,under construction,2147,21301,3 bhk apartment in birla navya gurugram,sector 63,home,TRUE,3,birla navya gurugram,birla,apartment,0.0457
73500000,under construction,3451,21301,4 bhk apartment in birla navya gurugram,sector 63,property in gurgaon,TRUE,4,birla navya gurugram,birla,apartment,0.0735
68300000,under construction,3211,21301,3 bhk apartment in birla navya gurugram,sector 63,properties for sale in gurgaon,TRUE,3,birla navya gurugram,birla,apartment,0.0683
22400000,under construction,1055,21320,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0224
24800000,under construction,1165,21314,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0248
38200000,under construction,1797,21312,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0382
23800000,under construction,1119,21318,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0238
25500000,under construction,1200,21318,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0255
22400000,under construction,1054,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0224
18400000,under construction,1171,15798,2 bhk apartment in m3m antalya hills,sector 79,wadhwa realtors,TRUE,2,m3m antalya hills,m3m,apartment,0.0184
45200000,under construction,2124,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0452
17900000,under construction,1138,15817,2 bhk apartment in m3m antalya hills,sector 79,wadhwa realtors,TRUE,2,m3m antalya hills,m3m,apartment,0.0179
24200000,under construction,1528,15838,3 bhk apartment in m3m antalya hills,sector 79,wadhwa realtors,TRUE,3,m3m antalya hills,m3m,apartment,0.0242
60800000,under construction,2857,21300,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0608
24900000,under construction,1642,15225,3 bhk apartment in m3m antalya hills,sector 79,wadhwa realtors,TRUE,3,m3m antalya hills,m3m,apartment,0.0249
26800000,under construction,1261,21300,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0268
19000000,under construction,1213,15664,2 bhk apartment in m3m antalya hills,sector 79,wadhwa realtors,TRUE,2,m3m antalya hills,m3m,apartment,0.019
37500000,under construction,1765,21300,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0375
23900000,under construction,1518,15810,3 bhk apartment in m3m antalya hills,sector 79,wadhwa realtors,TRUE,3,m3m antalya hills,m3m,apartment,0.0239
29200000,under construction,1372,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0292
33400000,under construction,1569,21301,4 bhk apartment in birla navya gurugram,sector 63,home,TRUE,4,birla navya gurugram,birla,apartment,0.0334
29200000,under construction,1374,21301,3 bhk apartment in birla navya gurugram,sector 63,property in gurgaon,TRUE,3,birla navya gurugram,birla,apartment,0.0292
23400000,under construction,1099,21316,3 bhk apartment in birla navya gurugram,sector 63,properties for sale in gurgaon,TRUE,3,birla navya gurugram,birla,apartment,0.0234
42900000,under construction,2016,21301,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0429
28900000,under construction,1357,21300,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0289
28800000,under construction,1356,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0288
43400000,under construction,2040,21301,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0434
28900000,under construction,1359,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0289
28400000,under construction,1336,21315,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0284
18600000,under construction,876,21324,2 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,2,birla navya gurugram,birla,apartment,0.0186
75700000,under construction,3558,21301,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0757
36900000,under construction,1737,21300,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0369
56500000,under construction,2945,19219,3 bhk apartment in smart smartworld the edition,sector 66,wadhwa realtors,TRUE,3,smart smartworld the edition,smart,apartment,0.0565
34000000,under construction,1600,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.034
28400000,under construction,1336,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0284
33300000,under construction,1567,21301,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0333
25500000,under construction,1200,21318,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0255
29100000,ready to move,2290,12707,3 bhk apartment in ats triumph,sector 104,wadhwa realtors,FALSE,3,ats triumph,ats,apartment,0.0291
39900000,ready to move,3150,12666,4 bhk apartment in ats triumph,sector 104,wadhwa realtors,FALSE,4,ats triumph,ats,apartment,0.0399
45000000,under construction,2700,16667,4 bhk apartment in adani brahma samsara vilasa,sector 63,wadhwa realtors,TRUE,4,adani brahma samsara vilasa,adani,apartment,0.045
67400000,under construction,3505,19230,4 bhk apartment in smart smartworld the edition,sector 66,home,TRUE,4,smart smartworld the edition,smart,apartment,0.0674
28300000,under construction,1331,21316,3 bhk apartment in birla navya gurugram,sector 63,property in gurgaon,TRUE,3,birla navya gurugram,birla,apartment,0.0283
41500000,under construction,2300,18044,3 bhk apartment in adani brahma samsara vilasa,sector 63,properties for sale in gurgaon,TRUE,3,adani brahma samsara vilasa,adani,apartment,0.0415
42300000,under construction,1990,21310,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0423
33000000,under construction,1552,21301,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.033
33600000,under construction,1582,21301,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0336
12100000,ready to move,1423,8513,3 bhk apartment in m3m soulitude,sector 89,wadhwa realtors,FALSE,3,m3m soulitude,m3m,apartment,0.0121
39200000,under construction,1841,21300,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0392
16500000,under construction,778,21325,2 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,2,birla navya gurugram,birla,apartment,0.0165
38200000,under construction,1797,21300,4 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,4,birla navya gurugram,birla,apartment,0.0382
29800000,under construction,1403,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0298
35200000,under construction,1654,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0352
9406000,ready to move,1105,8513,2 bhk apartment in m3m soulitude,sector 89,wadhwa realtors,FALSE,2,m3m soulitude,m3m,apartment,0.009406
29500000,under construction,1388,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0295
27800000,under construction,1306,21317,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0278
29800000,under construction,1402,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0298
29800000,under construction,1401,21300,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0298
29800000,under construction,1400,21301,3 bhk apartment in birla navya gurugram,sector 63,wadhwa realtors,TRUE,3,birla navya gurugram,birla,apartment,0.0298
19300000,ready to move,1840,10500,3 bhk independent floor in ahuja builders 2,palam vihar extension,wadhwa realtors,FALSE,3,ahuja builders 2,ahuja,floor,0.0193
24800000,ready to move,2370,10500,3 bhk independent floor in ahuja builders 2,palam vihar extension,wadhwa realtors,FALSE,3,ahuja builders 2,ahuja,floor,0.0248
24900000,ready to move,2380,10500,3 bhk independent floor in ahuja builders 2,palam vihar extension,home,FALSE,3,ahuja builders 2,ahuja,floor,0.0249
21000000,under construction,2100,10000,4 bhk apartment in dlf garden city independent floors,sector 92,property in gurgaon,TRUE,4,dlf garden city independent floors,dlf,apartment,0.021
32300000,ready to move,3085,10500,4 bhk independent floor in ahuja builders 2,palam vihar extension,properties for sale in gurgaon,FALSE,4,ahuja builders 2,ahuja,floor,0.0323
19600000,under construction,1968,10000,4 bhk apartment in dlf garden city independent floors,sector 92,smart homzz,TRUE,4,dlf garden city independent floors,dlf,apartment,0.0196
49300000,ready to move,4700,10500,4 bhk independent floor in ahuja builders 2,palam vihar extension,wadhwa realtors,FALSE,4,ahuja builders 2,ahuja,floor,0.0493
29100000,ready to move,2290,12707,3 bhk apartment in ats triumph,sector 104,smart homzz,FALSE,3,ats triumph,ats,apartment,0.0291
30500000,ready to move,2700,11296,3 bhk independent floor in adani samsara avasa,sector 63,smart homzz,FALSE,3,adani samsara avasa,adani,floor,0.0305
24400000,ready to move,1524,16010,2 bhk apartment in ireo skyon,sector 60,wadhwa realtors,FALSE,2,ireo skyon,ireo,apartment,0.0244
102500000,ready to move,4100,25000,5 bhk apartment in abw la lagune,sector 54,wadhwa realtors,FALSE,5,abw la lagune,abw,apartment,0.1025
51000000,ready to move,2400,21250,3 bhk apartment in parsvnath exotica,sector 53,search my property,FALSE,3,parsvnath exotica,parsvnath,apartment,0.051
87500000,ready to move,7000,12500,5 bhk apartment in ambience lagoon,sector 24,search my property,FALSE,5,ambience lagoon,ambience,apartment,0.0875
28400000,ready to move,2367,11998,3 bhk apartment in hero homes gurgaon,sector 104,search my property,FALSE,3,hero homes gurgaon,hero,apartment,0.0284
21300000,ready to move,1470,14489,3 bhk independent floor in signature global city 63a,sector 63a,search my property,FALSE,3,signature global city 63a,signature,floor,0.0213
62800000,ready to move,3310,19000,3 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,3,m3m golf estate,m3m,apartment,0.0628
20000000,ready to move,1435,13937,2 bhk apartment in ireo victory valley,sector 67,search my property,FALSE,2,ireo victory valley,ireo,apartment,0.02
42500000,ready to move,2095,20286,3 bhk apartment in conscient hines elevate,sector 59,search my property,FALSE,3,conscient h,conscient,apartment,0.0425
53000000,ready to move,2295,23093,3 bhk apartment in conscient hines elevate,sector 59,search my property,FALSE,3,conscient h,conscient,apartment,0.053
84600000,ready to move,3384,25000,5 bhk apartment in mahindra luminare,sector 59,search my property,FALSE,5,mah,mah,apartment,0.0846
31200000,ready to move,2400,13000,3 bhk apartment in ambience lagoon,sector 24,search my property,FALSE,3,ambience lagoon,ambience,apartment,0.0312
18200000,ready to move,1590,11500,3 bhk apartment in central park aqua front towers,sector 33 sohna,home,FALSE,3,central park aqua front towers,central,apartment,0.0182
59300000,ready to move,2595,22851,3 bhk apartment in conscient hines elevate,sector 59,property in gurgaon,FALSE,3,conscient h,conscient,apartment,0.0593
27500000,ready to move,1776,15500,4 bhk apartment in dlf regency park ii,sector 27,properties for sale in gurgaon,FALSE,4,dlf regency park ii,dlf,apartment,0.0275
49400000,ready to move,3190,15485,4 bhk apartment in ireo victory valley,sector 67,search my property,FALSE,4,ireo victory valley,ireo,apartment,0.0494
83100000,ready to move,3081,27000,4 bhk apartment in dlf the summit,sector 54,search my property,FALSE,4,dlf the summit,dlf,apartment,0.0831
48100000,ready to move,2600,18500,3 bhk apartment in dlf hamilton court,sector 27,search my property,FALSE,3,dlf hamilton court,dlf,apartment,0.0481
65200000,ready to move,2610,25000,3 bhk apartment in dlf the icon,sector 43,search my property,FALSE,3,dlf the icon,dlf,apartment,0.0652
27200000,ready to move,1700,16000,3 bhk apartment in pioneer park ph 1,sector 61,search my property,FALSE,3,pioneer park ph 1,pioneer,apartment,0.0272
45300000,ready to move,2588,17503,3 bhk apartment in emaar digi homes,sector 62,search my property,FALSE,3,emaar digi homes,emaar,apartment,0.0453
37900000,ready to move,1895,20000,3 bhk apartment in emaar palm drive,sector 66,search my property,FALSE,3,emaar palm drive,emaar,apartment,0.0379
38200000,ready to move,2550,15000,4 bhk apartment in dlf belvedere park,sector 24,search my property,FALSE,4,dlf belvedere park,dlf,apartment,0.0382
27100000,ready to move,1357,20000,3 bhk apartment in dlf the grove,sector 54,search my property,FALSE,3,dlf the grove,dlf,apartment,0.0271
67500000,ready to move,2500,27000,3 bhk apartment in dlf the belaire,sector 54,search my property,FALSE,3,dlf the belaire,dlf,apartment,0.0675
71500000,ready to move,2651,27000,3 bhk apartment in dlf the summit,sector 54,search my property,FALSE,3,dlf the summit,dlf,apartment,0.0715
38700000,ready to move,1988,19500,4 bhk apartment in dlf the grove,sector 54,search my property,FALSE,4,dlf the grove,dlf,apartment,0.0387
35700000,ready to move,2382,15000,3 bhk apartment in ireo victory valley,sector 67,search my property,FALSE,3,ireo victory valley,ireo,apartment,0.0357
81000000,ready to move,5400,15000,5 bhk apartment in ireo victory valley,sector 67,search my property,FALSE,5,ireo victory valley,ireo,apartment,0.081
20200000,ready to move,1450,13931,2 bhk apartment in ambience lagoon,sector 24,search my property,FALSE,2,ambience lagoon,ambience,apartment,0.0202
34700000,ready to move,2107,16500,3 bhk apartment in dlf the ultima,sector 81,search my property,FALSE,3,dlf the ultima,dlf,apartment,0.0347
80700000,ready to move,4750,17000,5 bhk apartment in tata primanti,sector 72,search my property,FALSE,5,tata primanti,tata,apartment,0.0807
75000000,ready to move,5400,13888,5 bhk independent floor,sector 54,home,FALSE,5,outside socity,outside,plot,0.075
63200000,ready to move,3515,17980,3 bhk apartment in m3m golf estate,sector 65,property in gurgaon,FALSE,3,m3m golf estate,m3m,apartment,0.0632
17000000,ready to move,1850,9201,3 bhk independent floor in ansal esencia,sector 67,properties for sale in gurgaon,FALSE,3,ansal esencia,ansal,floor,0.017
18500000,ready to move,1700,10882,3 bhk independent floor in devraj bs 16 malibu town,sector 47,search my property,FALSE,3,devraj bs 16 malibu town,devraj,floor,0.0185
67000000,ready to move,4491,14918,4 bhk apartment in pioneer park presidia,sector 62,search my property,FALSE,4,pioneer park presidia,pioneer,apartment,0.067
98000000,ready to move,2721,36016,4 bhk apartment in dlf park place,sector 54,search my property,FALSE,4,dlf park place,dlf,apartment,0.098
24400000,ready to move,1524,16010,2 bhk apartment in ireo skyon,sector 60,search my property,FALSE,2,ireo skyon,ireo,apartment,0.0244
102500000,ready to move,4100,25000,5 bhk apartment in abw la lagune,sector 54,search my property,FALSE,5,abw la lagune,abw,apartment,0.1025
34700000,ready to move,2475,14020,3 bhk apartment in aipl the peaceful homes,sector 70a,search my property,FALSE,3,aipl the peaceful homes,aipl,apartment,0.0347
36300000,ready to move,1818,20000,3 bhk apartment in dlf the primus,sector 82a,search my property,FALSE,3,dlf the primus,dlf,apartment,0.0363
48800000,ready to move,3150,15492,4 bhk apartment in m3m merlin,sector 67,search my property,FALSE,4,m3m merl,m3m,apartment,0.0488
59600000,ready to move,3310,18006,3 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,3,m3m golf estate,m3m,apartment,0.0596
36400000,ready to move,2145,16969,4 bhk apartment in tata primanti,sector 72,search my property,FALSE,4,tata primanti,tata,apartment,0.0364
52800000,ready to move,2781,18985,3 bhk apartment in ambience creacions,sector 22 gurgaon,search my property,FALSE,3,ambience creacions,ambience,apartment,0.0528
37200000,ready to move,2480,15000,3 bhk apartment in unitech the close south,sector 50,search my property,FALSE,3,unitech the close south,unitech,apartment,0.0372
109000000,ready to move,6000,18166,3 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,3,m3m golf estate,m3m,apartment,0.109
39500000,ready to move,2925,13504,4 bhk apartment in aipl the peaceful homes,sector 70a,search my property,FALSE,4,aipl the peaceful homes,aipl,apartment,0.0395
25700000,ready to move,3434,7483,4 bhk apartment in ss almeria,sector 84,search my property,FALSE,4,ss almeria,ss,apartment,0.0257
88000000,ready to move,6775,13000,5 bhk apartment in tata raisina residency,sector 59,home,FALSE,5,tata rais,tata,apartment,0.088
34700000,ready to move,2170,16000,4 bhk apartment in vipul greens,sector 48,property in gurgaon,FALSE,4,vipul greens,vipul,apartment,0.0347
